centre_id	centre_id_2	centre_ref	group	family	species	common	sex	age	dd	mm	yy	type	cause	fate	latitude	longitude	prop_urban
secret_world	NA	15878	owl	Strigidae	Athene noctua	little owl	NA	ad	11	9	2014	unknown	trauma	d	NA	NA	NA
secret_world	NA	15890	owl	Strigidae	Strix aluco	tawny owl	NA	ad	11	9	2014	human	veh	d	NA	NA	NA
secret_world	NA	15895	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	9	2014	human	veh	r	NA	NA	NA
secret_world	NA	15914	owl	Strigidae	Strix aluco	tawny owl	NA	juv	14	9	2014	human	veh	d	51.223068	-2.444986	4.337445285
secret_world	NA	15943	owl	Strigidae	Strix aluco	tawny owl	NA	juv	19	9	2014	human	veh	r	NA	NA	NA
secret_world	NA	15956	owl	Strigidae	Strix aluco	tawny owl	NA	ad	18	9	2014	unknown	trauma	d	NA	NA	NA
secret_world	NA	15969	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	9	2014	human	veh	r	NA	NA	NA
secret_world	NA	16099	owl	Strigidae	Strix aluco	tawny owl	NA	ad	2	10	2014	human	veh	r	NA	NA	NA
secret_world	NA	16178	owl	Tytonidae	Tyto alba	barn owl	NA	juv	11	10	2014	unknown	undet	r	51.027861	-3.215562	4.556307203
secret_world	NA	16217	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	10	2014	human	fen	r	NA	NA	NA
secret_world	NA	16234	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	10	2014	human	veh	d	51.208307	-2.799012	3.34437508
secret_world	NA	16247	owl	Strigidae	Strix aluco	tawny owl	NA	ad	17	10	2014	unknown	trauma	d	NA	NA	NA
secret_world	NA	16288	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	10	2014	unknown	undet	r	50.711164	-2.441181	26.75140973
secret_world	NA	16303	owl	Strigidae	Strix aluco	tawny owl	NA	juv	25	10	2014	unknown	undet	d	NA	NA	NA
secret_world	NA	16323	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	26	10	2014	unknown	trauma	d	NA	NA	NA
secret_world	NA	16335	owl	Strigidae	Strix aluco	tawny owl	NA	ad	27	10	2014	human	veh	d	51.53206	-2.356872	7.52238806
secret_world	NA	16337	owl	Strigidae	Strix aluco	tawny owl	NA	ad	28	10	2014	natural	metab	r	NA	NA	NA
secret_world	NA	16369	owl	Strigidae	Athene noctua	little owl	NA	juv	1	11	2014	human	build	r	NA	NA	NA
secret_world	NA	16392	owl	Tytonidae	Tyto alba	barn owl	NA	juv	5	11	2014	natural	metab	r	NA	NA	NA
secret_world	NA	16395	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	11	2014	human	fen	r	NA	NA	NA
secret_world	NA	16426	raptor	Accipitridae	Accipiter nisus	sparrowhawk	M	ad	13	11	2014	unknown	undet	r	NA	NA	NA
secret_world	NA	16433	owl	Strigidae	Strix aluco	tawny owl	NA	ad	14	11	2014	human	veh	d	NA	NA	NA
secret_world	NA	16439	owl	Tytonidae	Tyto alba	barn owl	NA	ad	15	11	2014	unknown	undet	d	NA	NA	NA
secret_world	NA	16443	owl	Strigidae	Strix aluco	tawny owl	NA	ad	16	11	2014	unknown	undet	d	NA	NA	NA
secret_world	NA	16489	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	25	11	2014	natural	metab	d	51.123328	-2.77276	7.286482182
secret_world	NA	16551	owl	Strigidae	Strix aluco	tawny owl	NA	ad	8	12	2014	unknown	trauma	d	51.301929	-2.32445	2.283657674
secret_world	NA	16581	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	12	2014	human	veh	d	NA	NA	NA
secret_world	NA	16600	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	12	2014	human	build	d	NA	NA	NA
secret_world	NA	16603	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	20	12	2014	unknown	undet	d	NA	NA	NA
secret_world	NA	16609	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	22	12	2014	unknown	trauma	d	NA	NA	NA
secret_world	NA	16641	owl	Tytonidae	Tyto alba	barn owl	NA	ad	4	1	2015	human	veh	d	51.10709	-2.95338	1.550387597
secret_world	NA	16655	owl	Strigidae	Asio flammeus	short eared owl	NA	ad	4	1	2015	unknown	trauma	d	51.305593	-2.989616	2.827558742
secret_world	NA	16658	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	7	1	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	16661	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	1	2015	human	veh	r	51.20718	-2.758111	2.051792829
secret_world	NA	16708	owl	Tytonidae	Tyto alba	barn owl	NA	ad	20	1	2015	human	build	d	NA	NA	NA
secret_world	NA	16711	owl	Strigidae	Strix aluco	tawny owl	NA	ad	20	1	2015	human	veh	d	51.389154	-2.686933	11.11995226
secret_world	NA	16720	owl	Tytonidae	Tyto alba	barn owl	NA	ad	22	1	2015	natural	pred	d	NA	NA	NA
secret_world	NA	16747	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	ad	2	2	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	16758	owl	Strigidae	Strix aluco	tawny owl	NA	juv	3	2	2015	human	veh	r	NA	NA	NA
secret_world	NA	16766	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	2	2015	human	veh	d	51.335573	-2.619111	4.245493344
secret_world	NA	16770	owl	Strigidae	Athene noctua	little owl	NA	ad	8	2	2015	human	attack	r	NA	NA	NA
secret_world	NA	16773	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	8	2	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	16797	owl	Strigidae	Strix aluco	tawny owl	NA	ad	14	2	2015	human	build	d	NA	NA	NA
secret_world	NA	16818	owl	Tytonidae	Tyto alba	barn owl	NA	ad	16	2	2015	human	veh	d	NA	NA	NA
secret_world	NA	16855	owl	Strigidae	Strix aluco	tawny owl	NA	NA	28	2	2015	human	attack	d	NA	NA	NA
secret_world	NA	16896	owl	Strigidae	Strix aluco	tawny owl	NA	ad	9	3	2015	human	fen	r	NA	NA	NA
secret_world	NA	16955	owl	Strigidae	Athene noctua	little owl	NA	ad	22	3	2015	human	veh	r	51.543657	-2.567354	74.59717525
secret_world	NA	16960	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	3	2015	human	build	r	NA	NA	NA
secret_world	NA	16969	owl	Tytonidae	Tyto alba	barn owl	NA	ad	24	3	2015	human	veh	d	NA	NA	NA
secret_world	NA	16978	owl	Strigidae	Strix aluco	tawny owl	NA	juv	25	3	2015	human	veh	r	NA	NA	NA
secret_world	NA	16981	owl	Strigidae	Strix aluco	tawny owl	NA	ad	25	3	2015	human	build	r	NA	NA	NA
secret_world	NA	17001	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	ad	28	3	2015	natural	metab	d	NA	NA	NA
secret_world	NA	17007	owl	Strigidae	Athene noctua	little owl	NA	ad	28	3	2015	natural	pred	d	NA	NA	NA
secret_world	NA	17023	owl	Strigidae	Strix aluco	tawny owl	NA	ad	31	3	2015	unknown	undet	r	51.441838	-2.386567	0.19896538
secret_world	NA	17091	owl	Tytonidae	Tyto alba	barn owl	F	ad	7	4	2015	human	veh	r	51.133633	-3.29952	4.533704514
secret_world	NA	17149	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	4	2015	human	veh	r	NA	NA	NA
secret_world	NA	17181	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	14	4	2015	human	veh	d	NA	NA	NA
secret_world	NA	17284	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	18	4	2015	unknown	trauma	d	51.067412	-2.41914	1.870274572
secret_world	NA	17332	owl	Strigidae	Strix aluco	tawny owl	NA	ad	21	4	2015	human	fen	r	51.110102	-2.743363	16.15277501
secret_world	NA	17434	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2015	natural	orph	r	51.31463	-2.776517	1.472929936
secret_world	NA	17562	owl	Strigidae	Strix aluco	tawny owl	NA	juv	3	5	2015	natural	orph	r	NA	NA	NA
secret_world	NA	17588	owl	Strigidae	Strix aluco	tawny owl	NA	juv	4	5	2015	natural	orph	r	NA	NA	NA
secret_world	NA	17604	owl	Strigidae	Strix aluco	tawny owl	NA	ad	5	5	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	17607	owl	Strigidae	Strix aluco	tawny owl	NA	juv	5	5	2015	natural	orph	r	51.00465	-2.81577	3.820895522
secret_world	NA	17608	owl	Strigidae	Strix aluco	tawny owl	NA	juv	5	5	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	17651	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	7	5	2015	human	attack	d	NA	NA	NA
secret_world	NA	17654	owl	Strigidae	Strix aluco	tawny owl	NA	juv	7	5	2015	natural	orph	r	NA	NA	NA
secret_world	NA	17656	owl	Strigidae	Strix aluco	tawny owl	NA	juv	7	5	2015	natural	orph	d	NA	NA	NA
secret_world	NA	17721	owl	Strigidae	Strix aluco	tawny owl	NA	juv	9	5	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	17741	owl	Strigidae	Strix aluco	tawny owl	NA	juv	10	5	2015	natural	orph	r	NA	NA	NA
secret_world	NA	17771	owl	Strigidae	Strix aluco	tawny owl	NA	ad	11	5	2015	unknown	undet	d	51.083706	-3.042883	0.557324841
secret_world	NA	17817	raptor	Falconidae	Falco subbuteo	hobby	NA	ad	14	5	2015	human	veh	d	NA	NA	NA
secret_world	NA	17886	owl	Strigidae	Asio flammeus	short eared owl	NA	ad	16	5	2015	unknown	trauma	r	NA	NA	NA
secret_world	NA	17896	owl	Strigidae	Strix aluco	tawny owl	NA	juv	16	5	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	17930	owl	Strigidae	Strix aluco	tawny owl	NA	juv	18	5	2015	natural	orph	r	51.141987	-2.562998	1.016341172
secret_world	NA	17957	raptor	Falconidae	Falco subbuteo	hobby	NA	ad	18	5	2015	natural	pred	d	NA	NA	NA
secret_world	NA	17962	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	5	2015	human	veh	d	NA	NA	NA
secret_world	NA	18023	owl	Strigidae	Strix aluco	tawny owl	NA	juv	22	5	2015	natural	orph	r	NA	NA	NA
secret_world	NA	18135	owl	Tytonidae	Tyto alba	barn owl	NA	juv	26	5	2015	natural	orph	d	NA	NA	NA
secret_world	NA	18182	owl	Strigidae	Strix aluco	tawny owl	NA	juv	28	5	2013	natural	orph	r	50.687533	-3.233942	66.80672269
secret_world	NA	18195	owl	Strigidae	Strix aluco	tawny owl	NA	juv	28	5	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	18242	owl	Strigidae	Strix aluco	tawny owl	NA	juv	30	5	2015	natural	orph	r	51.143262	-2.819455	2.807087398
secret_world	NA	18267	owl	Strigidae	Athene noctua	little owl	NA	ad	31	5	2015	human	build	r	NA	NA	NA
secret_world	NA	18271	owl	Strigidae	Strix aluco	tawny owl	NA	ad	31	5	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	18479	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	ad	5	6	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	18589	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	8	6	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	18598	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	ad	9	6	2015	unknown	undet	d	50.912773	-3.657581	2.667197452
secret_world	NA	18633	owl	Strigidae	Athene noctua	little owl	NA	juv	10	6	2015	natural	orph	r	NA	NA	NA
secret_world	NA	18642	owl	Strigidae	Athene noctua	little owl	NA	juv	10	6	2015	natural	orph	r	NA	NA	NA
secret_world	NA	18643	owl	Strigidae	Athene noctua	little owl	NA	juv	10	6	2015	natural	orph	r	NA	NA	NA
secret_world	NA	18660	owl	Strigidae	Athene noctua	little owl	NA	juv	10	6	2015	natural	orph	r	51.017669	-3.170942	0.717703349
secret_world	NA	18794	owl	Strigidae	Strix aluco	tawny owl	NA	ad	13	6	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	18812	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	14	6	2015	human	veh	d	NA	NA	NA
secret_world	NA	18971	owl	Strigidae	Athene noctua	little owl	NA	juv	19	6	2015	natural	orph	d	NA	NA	NA
secret_world	NA	18978	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	6	2015	human	veh	r	NA	NA	NA
secret_world	NA	19233	owl	Tytonidae	Tyto alba	barn owl	F	ad	28	6	2015	unknown	undet	d	51.097825	-2.875354	1.233830846
secret_world	NA	19259	owl	Strigidae	Athene noctua	little owl	NA	juv	29	6	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	19511	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	7	2015	human	veh	r	NA	NA	NA
secret_world	NA	19611	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	11	7	2015	human	build	d	NA	NA	NA
secret_world	NA	19679	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	7	2015	human	veh	r	51.332894	-2.442172	6.048547553
secret_world	NA	19686	owl	Tytonidae	Tyto alba	barn owl	NA	juv	12	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19687	owl	Tytonidae	Tyto alba	barn owl	NA	juv	12	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19688	owl	Tytonidae	Tyto alba	barn owl	NA	juv	12	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19770	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	16	7	2015	unknown	trauma	d	51.010923	-3.120759	86.58706468
secret_world	NA	19793	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	16	7	2015	natural	orph	d	51.130305	-2.75285	35.13136943
secret_world	NA	19826	owl	Tytonidae	Tyto alba	barn owl	NA	juv	17	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19835	owl	Strigidae	Strix aluco	tawny owl	NA	ad	17	7	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	19853	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	18	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19854	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	18	7	2015	natural	orph	r	NA	NA	NA
secret_world	NA	19868	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	7	2015	natural	metab	d	NA	NA	NA
secret_world	NA	20053	owl	Strigidae	Athene noctua	little owl	NA	ad	26	7	2015	human	veh	d	NA	NA	NA
secret_world	NA	20115	owl	Strigidae	Strix aluco	tawny owl	NA	ad	28	7	2015	unknown	trauma	d	51.299132	-2.725411	0.894988067
secret_world	NA	20149	owl	Strigidae	Strix aluco	tawny owl	NA	ad	30	7	2015	unknown	trauma	r	NA	NA	NA
secret_world	NA	20154	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	30	7	2015	human	pers	r	NA	NA	NA
secret_world	NA	20285	owl	Strigidae	Strix aluco	tawny owl	NA	juv	6	8	2015	human	build	r	NA	NA	NA
secret_world	NA	20374	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	10	8	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	20393	owl	Strigidae	Athene noctua	little owl	NA	ad	10	8	2015	human	veh	d	NA	NA	NA
secret_world	NA	20491	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	NA	14	8	2015	human	veh	d	NA	NA	NA
secret_world	NA	20519	owl	Strigidae	Strix aluco	tawny owl	NA	ad	16	8	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	20545	owl	Strigidae	Athene noctua	little owl	NA	ad	17	8	2015	natural	metab	r	NA	NA	NA
secret_world	NA	20596	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	20	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	20603	owl	Strigidae	Athene noctua	little owl	NA	ad	20	8	2015	human	veh	d	NA	NA	NA
secret_world	NA	20607	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	20	8	2015	unknown	undet	d	51.488607	-2.75936	78.44222175
secret_world	NA	20632	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	22	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	20646	owl	Strigidae	Strix aluco	tawny owl	NA	juv	23	8	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	20739	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	27	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	20766	owl	Strigidae	Strix aluco	tawny owl	NA	ad	29	8	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	20790	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	31	8	2015	unknown	trauma	r	51.353496	-2.905864	57.60956175
secret_world	NA	20791	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	31	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	20858	owl	Strigidae	Strix aluco	tawny owl	NA	ad	4	9	2015	human	veh	d	NA	NA	NA
secret_world	NA	20882	owl	Strigidae	Strix aluco	tawny owl	NA	ad	5	9	2015	human	veh	d	NA	NA	NA
secret_world	NA	20968	owl	Strigidae	Athene noctua	little owl	NA	juv	11	9	2015	human	build	d	NA	NA	NA
secret_world	NA	20969	owl	Strigidae	Strix aluco	tawny owl	NA	ad	11	9	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	21040	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	juv	16	9	2015	unknown	trauma	d	51.058438	-3.12789	1.947535771
secret_world	NA	21054	owl	Tytonidae	Tyto alba	barn owl	NA	ad	18	9	2015	unknown	trauma	d	51.424577	-2.861961	51.53264331
secret_world	NA	21130	owl	Strigidae	Strix aluco	tawny owl	NA	ad	25	9	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	21133	owl	Tytonidae	Tyto alba	barn owl	NA	ad	26	9	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	21160	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	27	9	2015	human	build	r	NA	NA	NA
secret_world	NA	21165	raptor	Accipitridae	Accipiter nisus	sparrowhawk	M	ad	28	9	2015	human	fen	d	NA	NA	NA
secret_world	NA	21179	owl	Tytonidae	Tyto alba	barn owl	NA	ad	30	9	2015	unknown	trauma	d	51.004083	-2.649505	11.37629276
secret_world	NA	21197	owl	Strigidae	Strix aluco	tawny owl	NA	juv	1	10	2015	natural	infect	d	51.21573	-2.661817	35.97609562
secret_world	NA	21212	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	2	10	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	21220	owl	Strigidae	Strix aluco	tawny owl	NA	ad	3	10	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	21239	owl	Tytonidae	Tyto alba	barn owl	NA	juv	5	10	2015	natural	metab	d	NA	NA	NA
secret_world	NA	21257	owl	Tytonidae	Tyto alba	barn owl	NA	NA	6	10	2015	human	veh	d	51.286389	-2.760278	1.175767238
secret_world	NA	21260	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	10	2015	human	fen	d	NA	NA	NA
secret_world	NA	21291	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	9	10	2015	human	build	d	NA	NA	NA
secret_world	NA	21322	owl	Strigidae	Strix aluco	tawny owl	NA	ad	11	10	2015	human	build	d	NA	NA	NA
secret_world	NA	21351	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	14	10	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	21379	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	NA	16	10	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	21380	owl	Strigidae	Asio flammeus	short eared owl	NA	ad	16	10	2015	unknown	trauma	r	NA	NA	NA
secret_world	NA	21448	owl	Tytonidae	Tyto alba	barn owl	NA	ad	22	10	2015	unknown	undet	d	51.067375	-2.367236	2.111553785
secret_world	NA	21465	owl	Strigidae	Strix aluco	tawny owl	NA	ad	24	10	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	21562	owl	Strigidae	Strix aluco	tawny owl	NA	ad	5	11	2015	human	veh	d	NA	NA	NA
secret_world	NA	21573	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	11	2015	unknown	undet	d	51.446057	-2.828313	5.94788144
secret_world	NA	21586	owl	Strigidae	Strix aluco	tawny owl	NA	ad	9	11	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	21685	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	11	2015	human	veh	r	NA	NA	NA
secret_world	NA	21727	owl	Strigidae	Strix aluco	tawny owl	NA	ad	30	11	2015	unknown	undet	d	51.494769	-2.62852	63.98245964
secret_world	NA	21733	owl	Strigidae	Strix aluco	tawny owl	NA	ad	1	12	2015	human	pers	r	NA	NA	NA
secret_world	NA	21756	owl	Strigidae	Strix aluco	tawny owl	NA	juv	5	12	2015	human	veh	r	NA	NA	NA
secret_world	NA	21788	owl	Strigidae	Strix aluco	tawny owl	M	ad	11	12	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	22171	owl	Strigidae	Strix aluco	tawny owl	NA	ad	21	1	2016	natural	metab	r	51.158365	-3.057602	11.73306773
secret_world	NA	22188	owl	Strigidae	Strix aluco	tawny owl	NA	ad	26	1	2016	unknown	trauma	r	NA	NA	NA
secret_world	NA	22216	owl	Strigidae	Strix aluco	tawny owl	NA	ad	2	2	2016	human	veh	r	51.280164	-2.776702	9.905720474
secret_world	NA	22254	owl	Tytonidae	Tyto alba	barn owl	NA	ad	12	2	2016	unknown	undet	d	51.093716	-2.945116	7.35059761
secret_world	NA	22257	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	2	2016	human	build	r	NA	NA	NA
secret_world	NA	22268	owl	Tytonidae	Tyto alba	barn owl	NA	juv	14	2	2016	natural	metab	d	NA	NA	NA
secret_world	NA	22309	owl	Tytonidae	Tyto alba	barn owl	NA	ad	21	2	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22337	owl	Tytonidae	Tyto alba	barn owl	NA	ad	27	2	2016	human	veh	d	51.188815	-3.07692	1.786965662
secret_world	NA	22340	owl	Tytonidae	Tyto alba	barn owl	NA	ad	29	2	2016	unknown	trauma	d	51.275426	-2.778268	50.66746364
secret_world	NA	22344	owl	Strigidae	Strix aluco	tawny owl	NA	ad	1	3	2016	human	fen	d	NA	NA	NA
secret_world	NA	22364	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	5	3	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	22371	owl	Tytonidae	Tyto alba	barn owl	NA	ad	7	3	2016	unknown	undet	r	51.033372	-2.690985	5.092500497
secret_world	NA	22391	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	11	3	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	22411	owl	Tytonidae	Tyto alba	barn owl	NA	ad	13	3	2016	human	veh	r	51.107659	-2.859625	1.513040016
secret_world	NA	22479	owl	Tytonidae	Tyto alba	barn owl	NA	ad	22	3	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22483	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	3	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22489	owl	Tytonidae	Tyto alba	barn owl	NA	ad	25	3	2016	unknown	trauma	d	51.028942	-2.778668	2.845204934
secret_world	NA	22527	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	30	3	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	22542	owl	Strigidae	Strix aluco	tawny owl	NA	juv	30	3	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22591	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	5	4	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22602	owl	Strigidae	Strix aluco	tawny owl	NA	NA	6	4	2016	human	build	r	NA	NA	NA
secret_world	NA	22644	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	11	4	2016	natural	infect	r	51.441688	-2.813053	3.571428571
secret_world	NA	22665	owl	Strigidae	Strix aluco	tawny owl	NA	ad	13	4	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	22685	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	15	4	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	22686	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	15	4	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	22756	owl	Strigidae	Strix aluco	tawny owl	NA	ad	21	4	2016	human	build	d	NA	NA	NA
secret_world	NA	22879	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	28	4	2016	natural	pred	d	NA	NA	NA
secret_world	NA	22953	owl	Strigidae	Strix aluco	tawny owl	NA	ad	1	5	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	23064	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	5	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	23080	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	7	5	2016	human	build	d	NA	NA	NA
secret_world	NA	23109	owl	Strigidae	Strix aluco	tawny owl	NA	ad	8	5	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	23161	owl	Strigidae	Strix aluco	tawny owl	NA	juv	10	5	2016	natural	orph	r	51.209069	-2.643075	49.78061428
secret_world	NA	23162	owl	Strigidae	Strix aluco	tawny owl	NA	ad	10	5	2016	human	build	r	NA	NA	NA
secret_world	NA	23215	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	5	2016	unknown	trauma	d	51.221106	-2.637722	12.53731343
secret_world	NA	23248	owl	Strigidae	Strix aluco	tawny owl	NA	ad	14	5	2016	human	veh	d	51.028664	-3.248174	12.74138961
secret_world	NA	23253	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	5	2016	human	veh	d	NA	NA	NA
secret_world	NA	23294	owl	Strigidae	Strix aluco	tawny owl	M	juv	17	5	2016	natural	orph	d	50.953998	-2.923679	10.32835821
secret_world	NA	23419	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	5	2016	human	veh	r	51.366067	-2.724144	4.136833731
secret_world	NA	23814	owl	Strigidae	Strix aluco	tawny owl	NA	ad	5	6	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	23895	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	6	2016	human	veh	d	50.991508	-2.59601	5.326494692
secret_world	NA	24006	owl	Strigidae	Athene noctua	little owl	NA	NA	9	6	2016	human	build	r	NA	NA	NA
secret_world	NA	24286	owl	Strigidae	Strix aluco	tawny owl	NA	ad	16	6	2016	natural	metab	d	NA	NA	NA
secret_world	NA	24319	owl	Strigidae	Strix aluco	tawny owl	NA	juv	17	6	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	24324	owl	Strigidae	Athene noctua	little owl	NA	ad	18	6	2016	unknown	undet	r	51.204816	-2.942105	5.958549223
secret_world	NA	24370	owl	Strigidae	Athene noctua	little owl	NA	juv	19	6	2016	natural	pred	r	NA	NA	NA
secret_world	NA	24511	owl	Strigidae	Strix aluco	tawny owl	NA	juv	24	6	2016	natural	orph	r	NA	NA	NA
secret_world	NA	24530	owl	Strigidae	Athene noctua	little owl	NA	NA	25	6	2016	human	attack	r	NA	NA	NA
secret_world	NA	24618	owl	Strigidae	Strix aluco	tawny owl	NA	ad	28	6	2016	unknown	trauma	d	51.359147	-2.973246	39.78353079
