centre_id	centre_id_2	centre_ref	group	family	species	common	sex	age	dd	mm	yy	type	cause	fate	lat	long	buff_rad	prop_urban
cuan	2013	1	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	1	1	2013	unknown	undet	r	52.648936	-2.890002	1000	18.59446546
cuan	2013	9	owl	Tytonidae	Tyto alba	barn owl	m	ad	4	1	2013	unknown	undet	d	52.370388	-2.711236	1000	77.57660167
cuan	2014	22	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	19	1	2014	human	elec	r	52.515917	-1.966497	1000	42.67807402
cuan	2013	24	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	NA	14	1	2013	human	build	r	52.581848	-2.057249	1000	92.02307539
cuan	2015	27	owl	Strigidae	Strix aluco	tawny owl	m	ad	13	1	2015	human	veh	r	52.601169	-2.55889	1000	18.758703
cuan	2017	28	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	18	1	2017	natural	metab	r	52.549483	-2.414054	1000	3.779590213
cuan	2016	29	raptor	Falconidae	Falco tinnunculus	common kestrel	f	juv	21	1	2016	human	build	d	52.694929	-2.40698	1000	17.21458458
cuan	2013	30	owl	Tytonidae	Tyto alba	barn owl	f	ad	18	1	2013	unknown	trauma	d	52.535316	-2.423861	1000	70.25681863
cuan	2013	31	owl	Strigidae	Strix aluco	tawny owl	NA	ad	22	1	2013	human	veh	r	52.358451	-2.876964	1000	8.509366281
cuan	2013	34	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	25	1	2013	human	veh	d	52.648936	-2.890002	1000	18.59446546
cuan	2013	35	owl	Tytonidae	Tyto alba	barn owl	m	ad	27	1	2013	unknown	trauma	d	52.446985	-3.539366	1000	33.25363618
cuan	2015	35	owl	Strigidae	Strix aluco	tawny owl	f	juv	18	1	2015	human	veh	r	52.522503	-2.575361	1000	0.179175791
cuan	2013	36	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	25	1	2013	human	veh	d	52.307662	-2.596409	1000	25.90013925
cuan	2015	37	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	juv	18	1	2015	natural	pred	r	52.378434	-2.483468	1000	22.81959379
cuan	2017	38	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	25	1	2017	unknown	trauma	r	52.909134	-2.484237	1000	59.20031828
cuan	2013	41	owl	Strigidae	Strix aluco	tawny owl	NA	NA	28	1	2013	human	build	r	52.572347	-2.317872	1000	1.531728665
cuan	2017	42	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	27	1	2017	unknown	trauma	d	52.379293	-2.482957	1000	23.07539288
cuan	2017	43	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	1	2017	unknown	trauma	d	52.686351	-2.490407	1000	38.62549801
cuan	2013	44	owl	Strigidae	Strix aluco	tawny owl	NA	NA	30	1	2013	human	veh	r	53.35003	-2.576546	1000	51.26721213
cuan	2017	44	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	1	2017	unknown	undet	d	52.676717	-2.370835	1000	25.14410654
cuan	2017	46	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	28	1	2017	human	veh	r	52.725765	-2.434172	1000	63.61464968
cuan	2013	47	owl	Strigidae	Strix aluco	tawny owl	NA	NA	1	2	2013	human	veh	r	52.686263	-2.734543	1000	33.14103839
cuan	2016	47	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	31	1	2016	human	veh	d	52.272228	-3.005069	1000	22.99262801
cuan	2017	48	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	29	1	2017	unknown	undet	d	52.666695	-2.372651	1000	47.61431412
cuan	2013	49	owl	Tytonidae	Tyto alba	barn owl	m	ad	1	2	2013	unknown	undet	r	52.726476	-2.455171	1000	49.39206697
cuan	2013	50	owl	Tytonidae	Tyto alba	barn owl	f	ad	2	2	2013	unknown	trauma	d	52.670441	-2.837598	1000	4.60342766
cuan	2013	51	owl	Strigidae	Strix aluco	tawny owl	m	ad	2	2	2013	unknown	trauma	d	52.553166	-2.113728	1000	85.8936043
cuan	2016	51	owl	Strigidae	Strix aluco	tawny owl	NA	ad	7	2	2016	natural	infect	d	52.536294	-2.803933	1000	44.38907714
cuan	2016	52	owl	Tytonidae	Tyto alba	barn owl	NA	ad	8	2	2016	unknown	undet	d	52.521413	-2.717919	1000	4.160860044
cuan	2015	53	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	29	1	2015	human	veh	d	52.680244	-2.4428	1000	80.02787734
cuan	2013	54	raptor	Accipitridae	Accipiter nisus	sparrowhawk	f	ad	5	2	2013	human	pers	d	52.44608	-2.068332	1000	85.02386635
cuan	2015	56	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	31	1	2015	human	veh	d	52.653622	-2.592514	1000	1.852589641
cuan	2015	58	owl	Tytonidae	Tyto alba	barn owl	NA	ad	2	2	2015	human	veh	r	52.49266	-2.999198	1000	22.13831479
secret_world	NA	58	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	21	1	2011	unknown	trauma	d	51.303671	-2.847161	1000	4.082039028
cuan	2016	59	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	11	2	2016	human	fen	r	52.794136	-2.991932	1000	4.141776185
cuan	2015	60	owl	Strigidae	Strix aluco	tawny owl	NA	ad	5	2	2015	human	veh	d	52.553647	-2.79786	1000	4.286283892
cuan	2014	61	raptor	Falconidae	Falco peregrinus	peregrine falcon	m	ad	25	2	2014	human	veh	r	52.717588	-2.526953	1000	45.99164512
cuan	2015	65	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	6	2	2015	unknown	undet	d	52.768528	-2.375713	1000	77.86183556
cuan	2013	70	owl	Tytonidae	Tyto alba	barn owl	m	ad	13	2	2013	unknown	trauma	r	52.857461	-2.722642	1000	51.22534369
cuan	2015	77	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	2	2015	human	veh	r	52.439819	-2.835621	1000	26.27809827
cuan	2017	77	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	20	2	2017	natural	infect	d	52.301427	-2.747069	1000	8.195742988
cuan	2015	78	owl	Tytonidae	Tyto alba	barn owl	NA	ad	13	2	2015	unknown	trauma	d	52.778602	-2.568652	1000	3.284889508
cuan	2013	81	owl	Strigidae	Strix aluco	tawny owl	NA	NA	19	2	2013	unknown	undet	d	52.611527	-2.483412	1000	34.88047809
cuan	2015	81	owl	Tytonidae	Tyto alba	barn owl	NA	ad	14	2	2015	unknown	undet	d	52.544603	-3.236385	1000	7.975338107
cuan	2013	87	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	23	2	2013	natural	metab	r	52.534909	-2.410252	1000	49.16367981
cuan	2013	90	owl	Strigidae	Strix aluco	tawny owl	m	ad	27	2	2013	human	build	d	52.307627	-2.596257	1000	25.71144279
cuan	2017	90	owl	Strigidae	Strix aluco	tawny owl	m	juv	27	2	2017	unknown	trauma	r	52.580705	-2.809769	1000	0.119379228
cuan	2013	91	owl	Strigidae	Strix aluco	tawny owl	m	ad	28	2	2013	human	veh	d	52.666194	-2.671865	1000	4.57893689
cuan	2013	92	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	1	3	2013	human	veh	r	52.539502	-2.623633	1000	2.308917197
cuan	2016	96	owl	Strigidae	Strix aluco	tawny owl	NA	ad	11	3	2016	human	build	d	52.597134	-2.559293	1000	21.87001595
cuan	2017	97	owl	Strigidae	Strix aluco	tawny owl	f	ad	3	3	2017	human	build	r	52.45728	-2.352956	1000	16.8559474
cuan	2013	98	owl	Strigidae	Strix aluco	tawny owl	m	ad	4	3	2013	human	veh	d	52.736789	-2.729693	1000	93.48605578
cuan	2015	110	raptor	Accipitridae	Accipiter nisus	sparrowhawk	f	ad	3	3	2015	unknown	trauma	d	52.537513	-2.306295	1000	10.75697211
cuan	2016	113	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	ad	21	3	2016	human	fen	r	52.543116	-2.406802	1000	11.34102666
cuan	2013	117	owl	Tytonidae	Tyto alba	barn owl	NA	NA	19	3	2013	human	pers	d	52.627516	-2.208457	1000	35.16746411
cuan	2017	117	owl	Tytonidae	Tyto alba	barn owl	f	NA	10	3	2017	unknown	undet	d	52.676256	-2.75942	1000	35.960199
cuan	2015	128	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	9	3	2015	unknown	trauma	r	52.707688	-2.91979	1000	2.505966587
cuan	2014	130	raptor	Accipitridae	Buteo buteo	buzzard	m	NA	29	3	2014	human	veh	d	52.679524	-2.406475	1000	29.89444334
cuan	2013	132	owl	Strigidae	Strix aluco	tawny owl	m	ad	26	3	2013	human	build	r	52.71735	-2.463646	1000	75.27866242
cuan	2013	134	owl	Tytonidae	Tyto alba	barn owl	m	ad	26	3	2013	human	veh	r	52.758952	-2.549081	1000	6.711810396
cuan	2017	134	owl	Tytonidae	Tyto alba	barn owl	NA	NA	17	3	2017	unknown	trauma	d	52.426038	-2.977604	1000	1.552238806
cuan	2014	138	owl	Strigidae	Strix aluco	tawny owl	NA	NA	2	4	2014	human	veh	d	52.540304	-2.622958	1000	2.311217374
cuan	2015	138	owl	Tytonidae	Tyto alba	barn owl	NA	ad	13	3	2015	natural	infect	d	52.858526	-3.032654	1000	50.24855836
cuan	2015	139	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	14	3	2015	unknown	trauma	d	52.743189	-2.616075	1000	2.108613487
cuan	2013	141	owl	Tytonidae	Tyto alba	barn owl	f	ad	27	3	2013	natural	metab	d	52.758109	-3.085291	1000	13.80753138
cuan	2013	142	raptor	Accipitridae	Buteo buteo	buzzard	f	ad	28	3	2013	natural	infect	r	52.760562	-2.747006	1000	2.532907858
cuan	2015	145	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	3	2015	unknown	trauma	d	52.499022	-2.577365	1000	7.377212169
cuan	2013	147	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	29	3	2013	human	veh	r	52.635338	-2.782856	1000	3.30479793
cuan	2015	148	owl	Strigidae	Strix aluco	tawny owl	NA	ad	19	3	2015	unknown	trauma	r	52.716466	-2.494587	1000	50.28878709
cuan	2013	152	raptor	Accipitridae	Buteo buteo	buzzard	f	ad	1	4	2013	human	veh	d	52.406177	-2.804336	1000	1.891676623
cuan	2016	156	owl	Strigidae	Asio flammeus	short eared owl	NA	ad	8	4	2016	unknown	undet	d	52.620703	-2.396675	1000	0.039793076
cuan	2016	177	raptor	Accipitridae	Buteo buteo	buzzard	m	juv	10	4	2016	unknown	trauma	d	52.491869	-2.740156	1000	0
cuan	2014	181	owl	Strigidae	Strix aluco	tawny owl	NA	NA	13	4	2014	human	fen	d	52.709717	-2.72287	1000	69.77299881
cuan	2016	187	owl	Strigidae	Strix aluco	tawny owl	m	ad	15	4	2016	human	veh	r	52.226015	-2.742401	1000	68.04226475
cuan	2016	188	raptor	Accipitridae	Buteo buteo	buzzard	f	ad	15	4	2016	human	veh	d	52.5384	-2.551078	1000	2.550817059
cuan	2013	196	owl	Strigidae	Strix aluco	tawny owl	NA	NA	19	4	2013	unknown	undet	r	52.148885	-3.406428	1000	30.23904382
cuan	2013	214	owl	Strigidae	Strix aluco	tawny owl	NA	NA	24	4	2013	unknown	trauma	r	52.566778	-2.133333	1000	85.87649402
cuan	2017	218	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	11	4	2017	unknown	trauma	d	52.46469	-2.83769	1000	7.433240335
cuan	2013	222	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	26	4	2013	unknown	undet	r	52.504304	-2.376667	1000	1.610658183
cuan	2015	226	owl	Strigidae	Strix aluco	tawny owl	NA	NA	16	4	2015	natural	infect	d	52.740333	-2.733199	1000	78.98925587
cuan	2013	234	owl	Strigidae	Strix aluco	tawny owl	NA	ad	30	4	2013	natural	metab	r	52.548078	-2.65471	1000	1.233585356
cuan	2014	265	owl	Strigidae	Strix aluco	tawny owl	NA	juv	30	4	2014	unknown	undet	r	52.475963	-2.372419	1000	4.463929853
cuan	2014	266	owl	Strigidae	Strix aluco	tawny owl	NA	juv	30	4	2014	unknown	undet	r	52.475963	-2.372419	1000	4.463929853
cuan	2013	286	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	5	2013	human	veh	r	52.604986	-2.477556	1000	18.18905473
cuan	2015	287	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2015	unknown	undet	r	52.809009	-2.706839	1000	4.256165473
cuan	2014	302	owl	Strigidae	Strix aluco	tawny owl	NA	juv	6	5	2014	natural	orph	r	52.628378	-2.481319	1000	32.92804465
cuan	2013	304	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	9	5	2013	human	elec	d	52.440088	-2.83327	1000	26.16915423
cuan	2016	314	owl	Strigidae	Strix aluco	tawny owl	m	ad	30	4	2016	human	veh	r	52.537511	-2.423193	1000	67.03121893
cuan	2014	331	owl	Strigidae	Strix aluco	tawny owl	NA	NA	11	5	2014	unknown	undet	r	52.633996	-2.638869	1000	2.528872959
cuan	2014	344	raptor	Falconidae	Falco subbuteo	hobby	f	ad	13	5	2014	unknown	trauma	d	52.359739	-2.949576	1000	9.250049731
cuan	2015	347	owl	Strigidae	Strix aluco	tawny owl	NA	ad	4	5	2015	natural	infect	d	52.511959	-2.630463	1000	1.294305058
cuan	2017	350	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2017	unknown	trauma	d	52.626246	-2.191391	1000	73.74501992
cuan	2016	356	owl	Strigidae	Strix aluco	tawny owl	NA	juv	6	5	2016	human	veh	r	52.667922	-2.374563	1000	48.0780721
cuan	2015	367	owl	Strigidae	Strix aluco	tawny owl	NA	NA	7	5	2015	natural	infect	d	52.431731	-2.590861	1000	0
cuan	2017	367	owl	Strigidae	Strix aluco	tawny owl	NA	NA	28	4	2017	unknown	undet	d	52.451497	-2.3851	1000	23.19936331
cuan	2017	373	owl	Strigidae	Strix aluco	tawny owl	m	ad	28	4	2017	unknown	undet	r	52.522246	-2.403322	1000	18.82212495
cuan	2013	374	raptor	Accipitridae	Accipiter nisus	sparrowhawk	m	ad	16	5	2013	human	fen	d	52.745051	-2.627532	1000	4.101951414
cuan	2014	376	owl	Strigidae	Strix aluco	tawny owl	NA	NA	18	5	2014	unknown	undet	r	52.527814	-2.773756	1000	2.327431868
cuan	2013	378	owl	Strigidae	Strix aluco	tawny owl	NA	ad	16	5	2013	unknown	undet	d	52.615641	-2.494022	1000	22.21559268
secret_world	NA	387	owl	Strigidae	Strix aluco	tawny owl	NA	ad	9	4	2011	human	veh	r	51.318173	-2.730081	1000	1.373134328
cuan	2013	393	owl	Strigidae	Strix aluco	tawny owl	NA	ad	18	5	2013	human	pers	d	52.612703	-2.412369	1000	2.551834131
cuan	2016	403	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	5	2016	natural	infect	d	52.904984	-2.72294	1000	0.39800995
cuan	2017	406	owl	Strigidae	Strix aluco	tawny owl	NA	juv	2	5	2017	natural	pred	r	52.483836	-2.913664	1000	0.537206526
cuan	2016	412	owl	Strigidae	Strix aluco	tawny owl	NA	juv	13	5	2016	natural	orph	r	52.367753	-2.713911	1000	61.29160853
cuan	2017	423	owl	Strigidae	Strix aluco	tawny owl	NA	ad	4	5	2017	human	veh	r	52.516389	-3.428744	1000	9.005964215
cuan	2016	429	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	14	5	2016	human	veh	d	52.524102	-2.645557	1000	0.815271426
cuan	2017	431	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	5	2017	human	build	d	52.636694	-2.398818	1000	4.775169121
cuan	2014	447	raptor	Falconidae	Falco peregrinus	peregrine falcon	f	juv	27	5	2014	natural	orph	d	52.857394	-2.642685	1000	5.092500497
cuan	2014	448	raptor	Falconidae	Falco peregrinus	peregrine falcon	m	juv	27	5	2014	natural	orph	d	52.857394	-2.642685	1000	5.092500497
cuan	2016	472	owl	Strigidae	Strix aluco	tawny owl	NA	juv	19	5	2016	natural	orph	r	52.506004	-2.236237	1000	0.59749054
cuan	2017	473	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	10	5	2017	human	veh	d	52.595594	-2.558816	1000	21.95704057
cuan	2015	479	owl	Strigidae	Strix aluco	tawny owl	NA	NA	17	5	2015	human	attack	d	52.73366	-2.561131	1000	4.624277457
cuan	2015	480	owl	Strigidae	Strix aluco	tawny owl	NA	NA	17	5	2015	natural	infect	d	52.636068	-2.994416	1000	5.692675159
cuan	2013	495	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	4	6	2013	unknown	trauma	d	52.906718	-2.900338	1000	35.30932962
secret_world	NA	520	owl	Strigidae	Strix aluco	tawny owl	NA	juv	22	4	2011	natural	orph	r	50.903845	-3.029064	1000	0.677695834
cuan	2016	522	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	23	5	2016	unknown	trauma	r	52.885848	-2.541269	1000	9.419713831
cuan	2014	538	raptor	Accipitridae	Accipiter gentilis	goshawk	NA	juv	4	6	2014	natural	orph	r	52.687858	-2.465143	1000	75.23866348
cuan	2017	546	owl	Strigidae	Strix aluco	tawny owl	NA	juv	16	5	2017	natural	orph	r	52.653371	-2.489113	1000	26.99203187
cuan	2017	547	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	5	2017	human	veh	r	52.638605	-2.269097	1000	22.52144424
secret_world	NA	566	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2011	natural	orph	r	51.172955	-2.78118	1000	9.792993631
secret_world	NA	567	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2011	natural	orph	r	51.172955	-2.78118	1000	9.792993631
secret_world	NA	568	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2011	natural	orph	r	51.172955	-2.78118	1000	9.792993631
cuan	2013	584	owl	Strigidae	Athene noctua	little owl	NA	NA	15	6	2013	unknown	undet	r	52.629125	-2.734536	1000	3.527301714
cuan	2013	589	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	6	2013	human	veh	r	52.5321	-2.437111	1000	38.85464307
cuan	2013	592	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	14	6	2013	natural	pred	d	52.382389	-3.015213	1000	1.99044586
cuan	2013	596	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	16	6	2013	human	veh	d	52.380987	-2.285914	1000	29.84866587
cuan	2015	597	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	5	2015	unknown	undet	r	52.611903	-2.349689	1000	3.243135694
cuan	2016	597	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	30	5	2016	unknown	trauma	d	52.721096	-2.701293	1000	6.187823319
cuan	2014	605	owl	Strigidae	Strix aluco	tawny owl	NA	NA	10	6	2014	human	fen	r	52.770916	-2.878331	1000	1.693564455
cuan	2013	613	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	18	6	2013	unknown	trauma	d	52.635433	-2.282139	1000	34.18905473
cuan	2016	614	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	31	5	2016	unknown	undet	r	52.849215	-2.645446	1000	4.243027888
cuan	2017	617	owl	Strigidae	Strix aluco	tawny owl	NA	juv	22	5	2017	unknown	undet	r	52.553057	-2.729943	1000	3.102625298
cuan	2017	631	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	5	2017	unknown	trauma	d	52.382446	-2.473626	1000	17.48307447
cuan	2015	640	owl	Strigidae	Strix aluco	tawny owl	NA	juv	1	6	2015	unknown	undet	r	52.768528	-2.375713	1000	77.86183556
cuan	2016	651	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	2	6	2016	human	veh	d	52.522893	-2.234763	1000	1.730654466
cuan	2014	653	owl	Strigidae	Strix aluco	tawny owl	NA	ad	16	6	2014	unknown	undet	r	52.543215	-2.513056	1000	0.994629003
cuan	2016	675	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	4	6	2016	natural	metab	d	52.843742	-2.678651	1000	1.196410768
cuan	2016	710	owl	Strigidae	Strix aluco	tawny owl	NA	juv	7	6	2016	unknown	trauma	r	52.41527	-2.0867	1000	1.054936306
cuan	2014	711	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	20	6	2014	human	fen	r	52.822868	-2.725301	1000	1.074840764
cuan	2014	712	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	20	6	2014	natural	orph	r	52.30816	-2.363467	1000	7.229635531
cuan	2017	713	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	29	5	2017	human	veh	r	52.483836	-2.913664	1000	0.537206526
cuan	2016	728	raptor	Accipitridae	Accipiter nisus	sparrowhawk	m	juv	8	6	2016	human	build	d	52.56279	-3.149327	1000	10.70787637
cuan	2014	732	owl	Strigidae	Strix aluco	tawny owl	NA	NA	22	6	2014	human	veh	d	52.42762	-2.308112	1000	1.472929936
cuan	2013	734	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	3	7	2013	natural	orph	r	52.651537	-2.594871	1000	1.512437811
cuan	2017	739	owl	Strigidae	Strix aluco	tawny owl	m	ad	31	5	2017	unknown	undet	r	52.378434	-2.483468	1000	22.81959379
cuan	2016	753	owl	Strigidae	Strix aluco	tawny owl	NA	juv	10	6	2016	natural	orph	r	52.534457	-2.424546	1000	70.44639299
cuan	2016	784	owl	Strigidae	Strix aluco	tawny owl	NA	NA	11	6	2016	human	veh	r	52.693141	-2.131531	1000	6.636110004
cuan	2016	811	owl	Strigidae	Strix aluco	tawny owl	NA	juv	13	7	2016	natural	orph	r	52.391041	-2.910584	1000	3.561480302
cuan	2014	816	owl	Strigidae	Athene noctua	little owl	NA	NA	29	6	2014	human	veh	r	52.575191	-3.146755	1000	0.915422886
cuan	2016	819	owl	Strigidae	Strix aluco	tawny owl	NA	juv	14	7	2016	natural	orph	r	52.658539	-2.370316	1000	23.31410384
cuan	2017	888	owl	Strigidae	Strix aluco	tawny owl	NA	juv	9	6	2017	unknown	undet	r	52.581375	-2.599869	1000	1.072918736
cuan	2014	899	owl	Tytonidae	Tyto alba	barn owl	NA	NA	8	7	2014	unknown	undet	d	52.936753	-2.599639	1000	2.526357669
cuan	2014	909	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	8	7	2014	human	veh	r	52.654213	-2.427684	1000	47.41980474
cuan	2013	933	raptor	Falconidae	Falco tinnunculus	common kestrel	f	ad	15	7	2013	human	veh	d	52.650289	-2.303692	1000	23.92125671
cuan	2017	949	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	3	8	2017	unknown	undet	d	52.540699	-2.80348	1000	40.91089897
cuan	2014	964	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	12	7	2014	unknown	trauma	d	52.738436	-2.398123	1000	14.24875622
cuan	2015	968	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	NA	21	6	2015	human	attack	r	52.683707	-2.763772	1000	40.06371963
secret_world	NA	989	owl	Strigidae	Strix aluco	tawny owl	NA	ad	21	5	2011	human	veh	d	51.124296	-2.729472	1000	45.40023895
cuan	2016	1002	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	27	6	2016	unknown	undet	r	52.644249	-2.288878	1000	27.06677266
cuan	2016	1009	raptor	Accipitridae	Buteo buteo	buzzard	m	ad	27	6	2016	human	fen	r	52.559225	-2.395658	1000	1.572139303
cuan	2013	1030	owl	Strigidae	Strix aluco	tawny owl	NA	ad	23	7	2013	human	fen	r	52.263074	-2.50899	1000	1.99123855
cuan	2016	1044	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	30	6	2016	unknown	undet	r	52.458905	-2.960041	1000	2.010350318
cuan	2013	1086	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	27	7	2013	human	fen	d	52.483015	-2.705147	1000	0.258912567
cuan	2014	1088	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	NA	25	7	2014	unknown	trauma	d	52.637583	-2.531055	1000	4.443116159
cuan	2015	1108	owl	Strigidae	Strix aluco	tawny owl	NA	juv	29	6	2015	human	veh	d	52.908027	-2.143705	1000	44.80906921
cuan	2013	1120	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	31	7	2013	unknown	undet	r	52.570058	-2.536718	1000	0.437549722
cuan	2016	1128	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	5	7	2016	human	veh	d	52.585225	-2.465599	1000	1.432550736
cuan	2013	1132	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	2	8	2013	natural	pred	r	52.711919	-2.799478	1000	65.59075513
cuan	2015	1141	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	1	7	2015	human	veh	d	52.309919	-3.119348	1000	1.512437811
cuan	2016	1152	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	8	7	2016	natural	metab	d	52.732132	-2.843593	1000	6.206484981
cuan	2014	1156	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	31	7	2014	human	veh	d	52.638933	-2.521492	1000	9.743487771
cuan	2015	1162	owl	Strigidae	Strix aluco	tawny owl	f	ad	2	7	2015	natural	infect	d	52.906718	-2.900338	1000	35.30932962
cuan	2015	1164	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	2	7	2015	unknown	trauma	d	52.544897	-2.360703	1000	1.77220231
cuan	2016	1168	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	8	7	2016	human	veh	d	52.586576	-2.206689	1000	40.4695583
cuan	2013	1187	owl	Strigidae	Strix aluco	tawny owl	NA	NA	26	6	2013	natural	metab	r	51.24039	-1.263839	1000	25.51325493
cuan	2014	1195	raptor	Accipitridae	Buteo buteo	buzzard	f	ad	4	8	2014	human	veh	d	52.683379	-2.324617	1000	3.838504375
cuan	2015	1200	raptor	Falconidae	Falco peregrinus	peregrine falcon	m	ad	5	7	2015	unknown	trauma	r	52.668878	-2.551907	1000	0.298566879
cuan	2013	1204	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	11	8	2013	human	elec	r	52.47206	-2.753245	1000	0.15920398
cuan	2017	1229	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	24	6	2017	natural	orph	r	52.631797	-2.531714	1000	5.792197452
cuan	2017	1230	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	24	6	2017	natural	orph	r	52.631797	-2.531714	1000	5.792197452
cuan	2013	1240	raptor	Accipitridae	Accipiter nisus	sparrowhawk	NA	ad	17	8	2013	unknown	trauma	r	52.652857	-2.475492	1000	44.72951472
cuan	2016	1262	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	14	7	2016	natural	orph	r	52.897183	-3.090772	1000	2.252342037
cuan	2017	1265	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	25	6	2017	natural	orph	d	52.680715	-2.593048	1000	2.03187251
cuan	2015	1274	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	12	7	2015	unknown	undet	r	52.706759	-2.592047	1000	6.416899163
cuan	2017	1287	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	6	2017	human	veh	r	52.526752	-2.422799	1000	36.65735939
cuan	2015	1293	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	13	7	2015	unknown	undet	d	52.809423	-2.706473	1000	4.100318471
cuan	2017	1298	owl	Strigidae	Athene noctua	little owl	NA	juv	26	6	2017	natural	orph	r	52.692099	-2.969087	1000	2.524850895
cuan	2017	1305	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	26	6	2017	natural	orph	r	52.78048	-3.088652	1000	15.24378109
cuan	2017	1308	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	27	6	2017	unknown	trauma	d	52.586062	-2.594772	1000	1.695253291
cuan	2015	1313	owl	Strigidae	Strix aluco	tawny owl	NA	NA	14	7	2015	human	attack	d	52.556391	-2.365137	1000	4.441346345
